page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
5210,Samuel Makoa,\/wiki\/Samuel_Makoa_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,34,"1994, February",1994,230,20,1.7,DC
92171,Suzi Endo,\/Suzi_Endo_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,34,Dec-94,1994,281,20,1.7,Marvel
1875,Jack Harrison,\/Jack_Harrison_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,33,Dec-94,1994,281,20,1.65,Marvel
96384,Gerri Brauer (Dakotaverse),\/wiki\/Gerri_Brauer_(Dakotaverse),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Homosexual Characters,Living Characters,32,"1994, January",1994,230,20,1.6,DC
95812,Harry Chawney (Dakotaverse),\/wiki\/Harry_Chawney_(Dakotaverse),Secret Identity,Good Characters,White Eyes,Grey Hair,Male Characters,,Living Characters,32,"1994, January",1994,230,20,1.6,DC
4842,William MacIntyre,\/wiki\/William_MacIntyre_(New_Earth),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,32,"1994, August",1994,230,20,1.6,DC
95321,David Kim (Dakotaverse),\/wiki\/David_Kim_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,31,"1994, January",1994,230,20,1.55,DC
1512,Marius St. Croix,\/Marius_St._Croix_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,31,Nov-94,1994,281,20,1.55,Marvel
115005,Arnold Burnsteel,\/wiki\/Arnold_Burnsteel_(New_Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,29,"1994, November",1994,230,20,1.45,DC
10517,Marcus Aelius,\/wiki\/Marcus_Aelius_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,29,"1994, September",1994,230,20,1.45,DC
30322,Angela Yin,\/Angela_Yin_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,29,Aug-94,1994,281,20,1.45,Marvel
139776,Deborah Tiegel,\/wiki\/Deborah_Tiegel_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,28,"1994, March",1994,230,20,1.4,DC
1477,Cassius Payne,\/wiki\/Cassius_Payne_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,28,"1994, May",1994,230,20,1.4,DC
19614,Devlor,\/Devlor_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,28,Aug-94,1994,281,20,1.4,Marvel
96686,Isadora Wellington-Smythe (Dakotaverse),\/wiki\/Isadora_Wellington-Smythe_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,26,"1994, January",1994,230,20,1.3,DC
95771,Kahina Eskandari (Dakotaverse),\/wiki\/Kahina_Eskandari_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,26,"1994, January",1994,230,20,1.3,DC
338173,James Sokolowski,\/James_Sokolowski_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,26,Mar-94,1994,281,20,1.3,Marvel
137361,Nash,\/wiki\/Nash_(New_Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,25,"1994, October",1994,230,20,1.25,DC
6412,Jarras Minion,\/wiki\/Jarras_Minion_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,,Living Characters,25,"1994, September",1994,230,20,1.25,DC
19280,Clarice Ferguson,\/Clarice_Ferguson_(Earth-616),Secret Identity,Good Characters,Green Eyes,Magenta Hair,Female Characters,,Living Characters,24,Oct-94,1994,281,20,1.2,Marvel
96662,Stella Maxwell (Dakotaverse),\/wiki\/Stella_Maxwell_(Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,23,"1994, December",1994,230,20,1.15,DC
57835,Liam McHugh,\/wiki\/Liam_McHugh_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,22,"1994, March",1994,230,20,1.1,DC
4017,Jasmine Destine,\/Jasmine_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,22,Jul-94,1994,281,20,1.1,Marvel
4367,Dominic Destine,\/Dominic_Destine_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,22,Jul-94,1994,281,20,1.1,Marvel
120090,Paradox (Strange),\/Paradox_(Strange)_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,22,Jan-94,1994,281,20,1.1,Marvel
273351,Jaine Cutter,\/Jaine_Cutter_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21,Mar-94,1994,281,20,1.05,Marvel
26780,Connor Trevane,\/Connor_Trevane_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,21,Mar-94,1994,281,20,1.05,Marvel
16656,Walter Destine,\/Walter_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,Jul-94,1994,281,20,1.05,Marvel
13652,Kenneth Braverman,\/wiki\/Kenneth_Braverman_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,,Male Characters,,Deceased Characters,20,"1994, October",1994,230,20,1,DC
4417,Pandora Destine,\/Pandora_Destine_(Earth-616),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,20,Jul-94,1994,281,20,1,Marvel
16218,Samantha Destine,\/Samantha_Destine_(Earth-616),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,20,Jul-94,1994,281,20,1,Marvel
34315,Vladimir Kravinoff,\/Vladimir_Kravinoff_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,20,Jun-94,1994,281,20,1,Marvel
4009,Rory Destine,\/Rory_Destine_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,20,Jul-94,1994,281,20,1,Marvel
92586,Gunbunny,\/wiki\/Gunbunny_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,19,"1994, May",1994,230,20,0.95,DC
30544,Alexandra DeWitt,\/wiki\/Alexandra_DeWitt_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,19,"1994, January",1994,230,20,0.95,DC
16368,George Baker,\/George_Baker_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,19,Nov-94,1994,281,20,0.95,Marvel
125240,Meridian Mychaels,\/wiki\/Meridian_Mychaels_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,18,"1994, October",1994,230,20,0.9,DC
439055,Mister Nacht,\/Mister_Nacht_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,18,Oct-94,1994,281,20,0.9,Marvel
139491,Radu Stancu,\/wiki\/Radu_Stancu_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,17,"1994, December",1994,230,20,0.85,DC
439427,Medea,\/Medea_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,17,Oct-94,1994,281,20,0.85,Marvel
16168,Semiramis,\/Semiramis_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,White Hair,Female Characters,,Living Characters,17,Jan-94,1994,281,20,0.85,Marvel
20976,Bathsheva Joseph,\/Bathsheva_Joseph_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,17,May-94,1994,281,20,0.85,Marvel
256541,Blitziana,\/Blitziana_(Earth-616),Secret Identity,Good Characters,White Eyes,Gold Hair,Female Characters,,Living Characters,17,Mar-94,1994,281,20,0.85,Marvel
1663,Cathy Webster,\/Cathy_Webster_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17,Sep-94,1994,281,20,0.85,Marvel
1795,Chase Lawler,\/wiki\/Chase_Lawler_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,16,"1994, October",1994,230,20,0.8,DC
665665,Gregor,\/Gregor_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,16,Jun-94,1994,281,20,0.8,Marvel
93183,Piezo-electrical Logistic Analytical Tactical Operator,\/Piezo-electrical_Logistic_Analytical_Tactical_Operator_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,16,Jul-94,1994,281,20,0.8,Marvel
321458,Emrys Killebrew,\/Emrys_Killebrew_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,16,Aug-94,1994,281,20,0.8,Marvel
184596,Death Masque,\/wiki\/Death_Masque_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,15,"1994, July",1994,230,20,0.75,DC
5318,Scavenger,\/wiki\/Scavenger_(New_Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,15,"1994, March",1994,230,20,0.75,DC
12829,Hurricane (Dark Riders),\/Hurricane_(Dark_Riders)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,15,Nov-94,1994,281,20,0.75,Marvel
256542,Loga (Godpack),\/Loga_(Godpack)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Red Hair,Male Characters,,Living Characters,15,Mar-94,1994,281,20,0.75,Marvel
43386,Newton Destine,\/Newton_Destine_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,15,Jul-94,1994,281,20,0.75,Marvel
43609,Blackwulf (Lucian),\/Blackwulf_(Lucian)_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,,Living Characters,15,Mar-94,1994,281,20,0.75,Marvel
96189,Fred Bentson,\/wiki\/Fred_Bentson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14,"1994, July",1994,230,20,0.7,DC
8162,Cody Fleischer,\/Cody_Fleischer_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,14,Jun-94,1994,281,20,0.7,Marvel
147303,Letifos,\/wiki\/Letifos_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,13,"1994, September",1994,230,20,0.65,DC
39595,Amanda Chaney,\/Amanda_Chaney_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,13,Oct-94,1994,281,20,0.65,Marvel
120922,Fisher Todd,\/Fisher_Todd_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,13,Oct-94,1994,281,20,0.65,Marvel
437846,Larry Arnold,\/Larry_Arnold_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,13,Feb-94,1994,281,20,0.65,Marvel
20953,Vincent Stevens,\/Vincent_Stevens_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,13,Feb-94,1994,281,20,0.65,Marvel
276839,Megan Darrow,\/wiki\/Megan_Darrow_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,"1994, April",1994,230,20,0.6,DC
149110,Barbara Gordon (Zero Hour),\/wiki\/Barbara_Gordon_(Zero_Hour),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,12,"1994, September",1994,230,20,0.6,DC
92680,Liam Hawkleigh,\/wiki\/Liam_Hawkleigh_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,"1994, May",1994,230,20,0.6,DC
86541,Shatterfist II,\/wiki\/Shatterfist_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,"1994, May",1994,230,20,0.6,DC
154295,William Twotrees,\/wiki\/William_Twotrees_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,"1994, December",1994,230,20,0.6,DC
208848,Kako,\/wiki\/Kako_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,"1994, February",1994,230,20,0.55,DC
50081,Hippolyta Milton,\/wiki\/Hippolyta_Milton_(New_Earth),Public Identity,Neutral Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,11,"1994, March",1994,230,20,0.55,DC
2750,Charybdis,\/wiki\/Charybdis_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,11,"1994, August",1994,230,20,0.55,DC
5433,Massacre,\/wiki\/Massacre_(New_Earth),Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,Deceased Characters,11,"1994, February",1994,230,20,0.55,DC
2019,Lifeforce,\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11,Nov-94,1994,281,20,0.55,Marvel
529501,Julia Caputo,\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11,Aug-94,1994,281,20,0.55,Marvel
19605,Anton Hellgate,\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,11,Apr-94,1994,281,20,0.55,Marvel
256543,Luminor,\/Luminor_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,11,Mar-94,1994,281,20,0.55,Marvel
256544,Riger,\/Riger_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Jun-94,1994,281,20,0.55,Marvel
263165,Roberta Harper,\/wiki\/Roberta_Harper_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10,"1994, November",1994,230,20,0.5,DC
228677,Strom,\/wiki\/Strom_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,10,"1994, November",1994,230,20,0.5,DC
114978,Backlash,\/wiki\/Backlash_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,10,"1994, March",1994,230,20,0.5,DC
156937,Manticore III,\/wiki\/Manticore_III_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,10,"1994, March",1994,230,20,0.5,DC
7403,Wade LaFarge,\/wiki\/Wade_LaFarge_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,10,"1994, October",1994,230,20,0.5,DC
404010,Dennis Baintan,\/wiki\/Dennis_Baintan_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,"1994, May",1994,230,20,0.5,DC
256540,Bellam,\/Bellam_(Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,10,Apr-94,1994,281,20,0.5,Marvel
24133,Shigeru Ezaki (Clone),\/Shigeru_Ezaki_(Clone)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,May-94,1994,281,20,0.5,Marvel
286898,Nadine Terrill,\/wiki\/Nadine_Terrill_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,9,"1994, September",1994,230,20,0.45,DC
89235,Iron Cross,\/wiki\/Iron_Cross_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,9,"1994, March",1994,230,20,0.45,DC
14037,Ramsey Murdoch,\/wiki\/Ramsey_Murdoch_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,9,"1994, December",1994,230,20,0.45,DC
96334,Amnon Silverstein (Dakotaverse),\/wiki\/Amnon_Silverstein_(Dakotaverse),Secret Identity,Good Characters,,,Male Characters,,Living Characters,9,"1994, January",1994,230,20,0.45,DC
26731,Kateri Deseronto,\/Kateri_Deseronto_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,9,Aug-94,1994,281,20,0.45,Marvel
86443,Cassiopeia (Pantheon),\/Cassiopeia_(Pantheon)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,9,Jan-94,1994,281,20,0.45,Marvel
40675,Zefra,\/Zefra_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,9,Jun-94,1994,281,20,0.45,Marvel
18401,Advisor,\/Advisor_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,9,Apr-94,1994,281,20,0.45,Marvel
95513,Foundry (Avatars),\/Foundry_(Avatars)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,9,Dec-94,1994,281,20,0.45,Marvel
455453,Cartier St. Croix,\/Cartier_St._Croix_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9,Dec-94,1994,281,20,0.45,Marvel
19312,Carlos Cruz,\/Carlos_Cruz_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,9,Dec-94,1994,281,20,0.45,Marvel
22905,Talos,\/Talos_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Living Characters,9,Jun-94,1994,281,20,0.45,Marvel
114979,Heatmonger,\/wiki\/Heatmonger_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,8,"1994, March",1994,230,20,0.4,DC
263284,Chidi,\/wiki\/Chidi_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,8,"1994, November",1994,230,20,0.4,DC
275917,Mandra Darrow,\/wiki\/Mandra_Darrow_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,8,"1994, April",1994,230,20,0.4,DC
147223,Buck Wargo,\/wiki\/Buck_Wargo_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,8,"1994, July",1994,230,20,0.4,DC
7590,Seneca,\/wiki\/Seneca_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,8,"1994, April",1994,230,20,0.4,DC
13588,Bizarro II,\/wiki\/Bizarro_II_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,8,"1994, March",1994,230,20,0.4,DC
86183,Butterfly (Avatars),\/Butterfly_(Avatars)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,8,Dec-94,1994,281,20,0.4,Marvel
655368,Gabrielle Greer,\/Gabrielle_Greer_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,8,Dec-94,1994,281,20,0.4,Marvel
116423,Marius Boudreaux,\/Marius_Boudreaux_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,8,Jan-94,1994,281,20,0.4,Marvel
20145,Black Brigade,\/Black_Brigade_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,8,Oct-94,1994,281,20,0.4,Marvel
1408,Deadbolt,\/Deadbolt_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,8,Nov-94,1994,281,20,0.4,Marvel
338202,Dread,\/Dread_(Earth-616),Secret Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Deceased Characters,8,Mar-94,1994,281,20,0.4,Marvel
125888,Hywell Griffin,\/Hywell_Griffin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,8,Nov-94,1994,281,20,0.4,Marvel
76664,Lenz,\/Lenz_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Living Characters,8,Oct-94,1994,281,20,0.4,Marvel
338195,Rak,\/Rak_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Male Characters,,Living Characters,8,Feb-94,1994,281,20,0.4,Marvel
18207,Tantalus (Deviant),\/Tantalus_(Deviant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,8,Feb-94,1994,281,20,0.4,Marvel
12824,James Pierce,\/James_Pierce_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,8,Jan-94,1994,281,20,0.4,Marvel
116829,Amberson Osborn,\/Amberson_Osborn_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,8,Jun-94,1994,281,20,0.4,Marvel
142626,Kristin Castle,\/wiki\/Kristin_Castle_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,"1994, November",1994,230,20,0.35,DC
308651,Mala,\/wiki\/Mala_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7,"1994, October",1994,230,20,0.35,DC
157476,Sandra Hawke,\/wiki\/Sandra_Hawke_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,7,"1994, November",1994,230,20,0.35,DC
131519,Gillian Wahrman,\/wiki\/Gillian_Wahrman_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,7,"1994, June",1994,230,20,0.35,DC
275908,Splatter,\/wiki\/Splatter_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,"1994, August",1994,230,20,0.35,DC
114980,Golden Eagle II,\/wiki\/Golden_Eagle_II_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,7,"1994, March",1994,230,20,0.35,DC
172436,Manuel Cabral,\/wiki\/Manuel_Cabral_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,"1994, July",1994,230,20,0.35,DC
147247,Musashi,\/wiki\/Musashi_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,"1994, April",1994,230,20,0.35,DC
142625,Christian Castle,\/wiki\/Christian_Castle_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,7,"1994, November",1994,230,20,0.35,DC
263323,Lyle Beedler,\/wiki\/Lyle_Beedler_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,7,"1994, November",1994,230,20,0.35,DC
748148,Infomorph,\/Infomorph_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,7,Mar-94,1994,281,20,0.35,Marvel
171645,Rebecca Taylor,\/Rebecca_Taylor_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Deceased Characters,7,Apr-94,1994,281,20,0.35,Marvel
9821,Billy Kitson,\/Billy_Kitson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Oct-94,1994,281,20,0.35,Marvel
425893,Bitmap,\/Bitmap_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Mar-94,1994,281,20,0.35,Marvel
390333,John Sharpe,\/John_Sharpe_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,Dec-94,1994,281,20,0.35,Marvel
748147,Steel Collar,\/Steel_Collar_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Mar-94,1994,281,20,0.35,Marvel
489501,Wirehead,\/Wirehead_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,Mar-94,1994,281,20,0.35,Marvel
19594,John Carik,\/John_Carik_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7,Jul-94,1994,281,20,0.35,Marvel
22060,Bartholomew Gallows,\/Bartholomew_Gallows_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,7,Jun-94,1994,281,20,0.35,Marvel
20173,Adara,\/wiki\/Adara_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Female Characters,,Deceased Characters,6,"1994, November",1994,230,20,0.3,DC
188990,Lady Dragon,\/wiki\/Lady_Dragon_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6,"1994, December",1994,230,20,0.3,DC
14916,Loria,\/wiki\/Loria_(New_Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,6,"1994, December",1994,230,20,0.3,DC
9243,Jonathan Kellor,\/wiki\/Jonathan_Kellor_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,6,"1994, December",1994,230,20,0.3,DC
52601,Damien Kane,\/wiki\/Damien_Kane_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,"1994, February",1994,230,20,0.3,DC
35891,Aranda Charboneau,\/Aranda_Charboneau_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,6,Mar-94,1994,281,20,0.3,Marvel
745846,Sneak Thief,\/Sneak_Thief_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,6,Aug-94,1994,281,20,0.3,Marvel
640981,Beatrice McBride,\/Beatrice_McBride_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,6,Jun-94,1994,281,20,0.3,Marvel
299561,Gray Garrison,\/Gray_Garrison_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,6,Mar-94,1994,281,20,0.3,Marvel
635967,Grimm,\/Grimm_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,6,Feb-94,1994,281,20,0.3,Marvel
32966,Pavel Chenklo,\/Pavel_Chenklo_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,6,Oct-94,1994,281,20,0.3,Marvel
93019,Loop (Lash),\/Loop_(Lash)_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,6,Aug-94,1994,281,20,0.3,Marvel
244736,Lord Moses,\/Lord_Moses_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,Dec-94,1994,281,20,0.3,Marvel
393329,Right (Soldiers of Misfortune),\/Right_(Soldiers_of_Misfortune)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,6,Dec-94,1994,281,20,0.3,Marvel
39599,Warfist,\/Warfist_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,6,Dec-94,1994,281,20,0.3,Marvel
43382,Albert Destine,\/Albert_Destine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,6,Oct-94,1994,281,20,0.3,Marvel
258228,Simbus,\/Simbus_(Earth-616),Secret Identity,Good Characters,,Purple Hair,Male Characters,,Living Characters,6,Mar-94,1994,281,20,0.3,Marvel
130938,Carla Draper,\/wiki\/Carla_Draper_(New_Earth),Public Identity,Bad Characters,Auburn Hair,,Female Characters,,Living Characters,5,"1994, November",1994,230,20,0.25,DC
208853,Nuliajuk,\/wiki\/Nuliajuk_(New_Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,5,"1994, February",1994,230,20,0.25,DC
